data,pais,variavel,valor
2007-01-01 00:00:00,Australia,"Inflação (%, anual)",2.32761128891476
2008-01-01 00:00:00,Australia,"Inflação (%, anual)",4.35029854990048
2009-01-01 00:00:00,Australia,"Inflação (%, anual)",1.77111716621254
2010-01-01 00:00:00,Australia,"Inflação (%, anual)",2.91834002677376
2011-01-01 00:00:00,Australia,"Inflação (%, anual)",3.3038501560874
2012-01-01 00:00:00,Australia,"Inflação (%, anual)",1.76278015613196
2013-01-01 00:00:00,Australia,"Inflação (%, anual)",2.4498886414254
2014-01-01 00:00:00,Australia,"Inflação (%, anual)",2.48792270531404
2015-01-01 00:00:00,Australia,"Inflação (%, anual)",1.50836672165921
2016-01-01 00:00:00,Australia,"Inflação (%, anual)",1.27699094497324
2017-01-01 00:00:00,Australia,"Inflação (%, anual)",1.94864740944527
2018-01-01 00:00:00,Australia,"Inflação (%, anual)",1.91140094445691
2019-01-01 00:00:00,Australia,"Inflação (%, anual)",1.61076787290379
2020-01-01 00:00:00,Australia,"Inflação (%, anual)",0.846905537459305
2021-01-01 00:00:00,Australia,"Inflação (%, anual)",2.86391042204994
2022-01-01 00:00:00,Australia,"Inflação (%, anual)",6.59409671341846
1960-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.299467254769695
1961-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.992676260767339
1962-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.40460703543514
1963-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.14800341332202
1964-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.1687605856437
1965-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.06520137474643
1966-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.17434761852995
1967-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.73030268590907
1968-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.70144982931349
1969-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.75399229053284
1970-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.9084723847191
1971-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.34362854612092
1972-01-01 00:00:00,Belgium,"Inflação (%, anual)",5.44843128438085
1973-01-01 00:00:00,Belgium,"Inflação (%, anual)",6.95528008719914
1974-01-01 00:00:00,Belgium,"Inflação (%, anual)",12.6778877513452
1975-01-01 00:00:00,Belgium,"Inflação (%, anual)",12.7681985920515
1976-01-01 00:00:00,Belgium,"Inflação (%, anual)",9.06860981054968
1977-01-01 00:00:00,Belgium,"Inflação (%, anual)",7.09600059132598
1978-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.47059331592944
1979-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.46908394900479
1980-01-01 00:00:00,Belgium,"Inflação (%, anual)",6.64868829655356
1981-01-01 00:00:00,Belgium,"Inflação (%, anual)",7.62748656814276
1982-01-01 00:00:00,Belgium,"Inflação (%, anual)",8.72654906555469
1983-01-01 00:00:00,Belgium,"Inflação (%, anual)",7.66160983743883
1984-01-01 00:00:00,Belgium,"Inflação (%, anual)",6.34177491009126
1985-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.86873399496944
1986-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.2943681910248
1987-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.55338261314948
1988-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.16093493415325
1989-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.10705065111094
1990-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.44831217961808
1991-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.2153106926081
1992-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.42795567164615
1993-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.75442643473461
1994-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.37754084476398
1995-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.46796699090272
1996-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.07702107350674
1997-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.62816049512958
1998-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.94925028835061
1999-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.12084823417845
2000-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.54451776190908
2001-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.46925823086078
2002-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.64521436175357
2003-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.5889639997038
2004-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.09728311239314
2005-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.78143263670022
2006-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.7912077007046
2007-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.82305630026808
2008-01-01 00:00:00,Belgium,"Inflação (%, anual)",4.48944420508401
2009-01-01 00:00:00,Belgium,"Inflação (%, anual)",-0.0531456741253769
2010-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.18929920422457
2011-01-01 00:00:00,Belgium,"Inflação (%, anual)",3.53208210722742
2012-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.83966343445899
2013-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.1130959402754
2014-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.340002833356922
2015-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.561429152790065
2016-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.97385264653181
2017-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.12597086002607
2018-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.05316499865186
2019-01-01 00:00:00,Belgium,"Inflação (%, anual)",1.43681956996429
2020-01-01 00:00:00,Belgium,"Inflação (%, anual)",0.740791812220344
2021-01-01 00:00:00,Belgium,"Inflação (%, anual)",2.44024851144084
2022-01-01 00:00:00,Belgium,"Inflação (%, anual)",9.597511728725
1981-01-01 00:00:00,Brazil,"Inflação (%, anual)",101.725072957927
1982-01-01 00:00:00,Brazil,"Inflação (%, anual)",100.54335919485
1983-01-01 00:00:00,Brazil,"Inflação (%, anual)",135.027682230473
1984-01-01 00:00:00,Brazil,"Inflação (%, anual)",192.121733132051
1985-01-01 00:00:00,Brazil,"Inflação (%, anual)",225.989665211895
1986-01-01 00:00:00,Brazil,"Inflação (%, anual)",147.142826237604
1987-01-01 00:00:00,Brazil,"Inflação (%, anual)",228.336162575513
1988-01-01 00:00:00,Brazil,"Inflação (%, anual)",629.114509120897
1989-01-01 00:00:00,Brazil,"Inflação (%, anual)",1430.72372514721
1990-01-01 00:00:00,Brazil,"Inflação (%, anual)",2947.732772483
1991-01-01 00:00:00,Brazil,"Inflação (%, anual)",432.786661926461
1992-01-01 00:00:00,Brazil,"Inflação (%, anual)",951.962053052818
1993-01-01 00:00:00,Brazil,"Inflação (%, anual)",1927.38079016027
1994-01-01 00:00:00,Brazil,"Inflação (%, anual)",2075.88839757325
1995-01-01 00:00:00,Brazil,"Inflação (%, anual)",66.0070335542481
1996-01-01 00:00:00,Brazil,"Inflação (%, anual)",15.7576656002606
1997-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.92671251629154
1998-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.19507629280052
1999-01-01 00:00:00,Brazil,"Inflação (%, anual)",4.85844749902667
2000-01-01 00:00:00,Brazil,"Inflação (%, anual)",7.04414105947266
2001-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.84035902487523
2002-01-01 00:00:00,Brazil,"Inflação (%, anual)",8.45016437708331
2003-01-01 00:00:00,Brazil,"Inflação (%, anual)",14.7149197228147
2004-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.59718509985963
2005-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.86953720898964
2006-01-01 00:00:00,Brazil,"Inflação (%, anual)",4.18356812896909
2007-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.64127299102652
2008-01-01 00:00:00,Brazil,"Inflação (%, anual)",5.67859390284168
2009-01-01 00:00:00,Brazil,"Inflação (%, anual)",4.88803479876799
2010-01-01 00:00:00,Brazil,"Inflação (%, anual)",5.03872690108075
2011-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.6364496221309
2012-01-01 00:00:00,Brazil,"Inflação (%, anual)",5.40349914036997
2013-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.20431066640101
2014-01-01 00:00:00,Brazil,"Inflação (%, anual)",6.32904015516139
2015-01-01 00:00:00,Brazil,"Inflação (%, anual)",9.02990102416136
2016-01-01 00:00:00,Brazil,"Inflação (%, anual)",8.73914352329393
2017-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.44637335032669
2018-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.66485028376729
2019-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.73297621216894
2020-01-01 00:00:00,Brazil,"Inflação (%, anual)",3.21176803803376
2021-01-01 00:00:00,Brazil,"Inflação (%, anual)",8.30165975585673
2022-01-01 00:00:00,Brazil,"Inflação (%, anual)",9.28010608956873
1960-01-01 00:00:00,Canada,"Inflação (%, anual)",1.35869565217392
1961-01-01 00:00:00,Canada,"Inflação (%, anual)",1.01876675603211
1962-01-01 00:00:00,Canada,"Inflação (%, anual)",1.06157112526535
1963-01-01 00:00:00,Canada,"Inflação (%, anual)",1.62815126050428
1964-01-01 00:00:00,Canada,"Inflação (%, anual)",1.91214470284237
1965-01-01 00:00:00,Canada,"Inflação (%, anual)",2.33265720081135
1966-01-01 00:00:00,Canada,"Inflação (%, anual)",3.81565906838453
1967-01-01 00:00:00,Canada,"Inflação (%, anual)",3.57995226730312
1968-01-01 00:00:00,Canada,"Inflação (%, anual)",4.05529953917047
1969-01-01 00:00:00,Canada,"Inflação (%, anual)",4.56155890168292
1970-01-01 00:00:00,Canada,"Inflação (%, anual)",3.34603981363832
1971-01-01 00:00:00,Canada,"Inflação (%, anual)",2.70491803278685
1972-01-01 00:00:00,Canada,"Inflação (%, anual)",4.98802873104551
1973-01-01 00:00:00,Canada,"Inflação (%, anual)",7.48764728240211
1974-01-01 00:00:00,Canada,"Inflação (%, anual)",10.997171145686
1975-01-01 00:00:00,Canada,"Inflação (%, anual)",10.672188595094
1976-01-01 00:00:00,Canada,"Inflação (%, anual)",7.54173862982148
1977-01-01 00:00:00,Canada,"Inflação (%, anual)",7.9764453961457
1978-01-01 00:00:00,Canada,"Inflação (%, anual)",8.97372335151214
1979-01-01 00:00:00,Canada,"Inflação (%, anual)",9.14467697907181
1980-01-01 00:00:00,Canada,"Inflação (%, anual)",10.1292205085453
1981-01-01 00:00:00,Canada,"Inflação (%, anual)",12.4716124148372
1982-01-01 00:00:00,Canada,"Inflação (%, anual)",10.7689718997139
1983-01-01 00:00:00,Canada,"Inflação (%, anual)",5.86358802977368
1984-01-01 00:00:00,Canada,"Inflação (%, anual)",4.30477830391737
1985-01-01 00:00:00,Canada,"Inflação (%, anual)",3.96203054065205
1986-01-01 00:00:00,Canada,"Inflação (%, anual)",4.19478629085621
1987-01-01 00:00:00,Canada,"Inflação (%, anual)",4.3561087122174
1988-01-01 00:00:00,Canada,"Inflação (%, anual)",4.02823414871611
1989-01-01 00:00:00,Canada,"Inflação (%, anual)",4.98362189985958
1990-01-01 00:00:00,Canada,"Inflação (%, anual)",4.78047693336304
1991-01-01 00:00:00,Canada,"Inflação (%, anual)",5.62586408593005
1992-01-01 00:00:00,Canada,"Inflação (%, anual)",1.49013290374545
1993-01-01 00:00:00,Canada,"Inflação (%, anual)",1.86507936507939
1994-01-01 00:00:00,Canada,"Inflação (%, anual)",0.165562913907291
1995-01-01 00:00:00,Canada,"Inflação (%, anual)",2.14876033057849
1996-01-01 00:00:00,Canada,"Inflação (%, anual)",1.57053112507138
1997-01-01 00:00:00,Canada,"Inflação (%, anual)",1.62121638084531
1998-01-01 00:00:00,Canada,"Inflação (%, anual)",0.99594245665802
1999-01-01 00:00:00,Canada,"Inflação (%, anual)",1.73484295105919
2000-01-01 00:00:00,Canada,"Inflação (%, anual)",2.71943995691976
2001-01-01 00:00:00,Canada,"Inflação (%, anual)",2.52512013979906
2002-01-01 00:00:00,Canada,"Inflação (%, anual)",2.25839440940855
2003-01-01 00:00:00,Canada,"Inflação (%, anual)",2.75856321360112
2004-01-01 00:00:00,Canada,"Inflação (%, anual)",1.85725871857256
2005-01-01 00:00:00,Canada,"Inflação (%, anual)",2.21355203439767
2006-01-01 00:00:00,Canada,"Inflação (%, anual)",2.00202539534161
2007-01-01 00:00:00,Canada,"Inflação (%, anual)",2.13838399266837
2008-01-01 00:00:00,Canada,"Inflação (%, anual)",2.37027067444299
2009-01-01 00:00:00,Canada,"Inflação (%, anual)",0.299466803009299
2010-01-01 00:00:00,Canada,"Inflação (%, anual)",1.77687154092627
2011-01-01 00:00:00,Canada,"Inflação (%, anual)",2.91213508872351
2012-01-01 00:00:00,Canada,"Inflação (%, anual)",1.51567823124517
2013-01-01 00:00:00,Canada,"Inflação (%, anual)",0.938291897815317
2014-01-01 00:00:00,Canada,"Inflação (%, anual)",1.90663590717861
2015-01-01 00:00:00,Canada,"Inflação (%, anual)",1.12524136094277
2016-01-01 00:00:00,Canada,"Inflação (%, anual)",1.42875954701085
2017-01-01 00:00:00,Canada,"Inflação (%, anual)",1.59688412852977
2018-01-01 00:00:00,Canada,"Inflação (%, anual)",2.26822567248103
2019-01-01 00:00:00,Canada,"Inflação (%, anual)",1.94926902411593
2020-01-01 00:00:00,Canada,"Inflação (%, anual)",0.716999632307827
2021-01-01 00:00:00,Canada,"Inflação (%, anual)",3.39519318527528
2022-01-01 00:00:00,Canada,"Inflação (%, anual)",6.80280115341613
1960-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.43879470321092
1961-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.84539787448658
1962-01-01 00:00:00,Switzerland,"Inflação (%, anual)",4.31599287754389
1963-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.44021288042955
1964-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.08055687101806
1965-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.4144786084618
1966-01-01 00:00:00,Switzerland,"Inflação (%, anual)",4.77597959563696
1967-01-01 00:00:00,Switzerland,"Inflação (%, anual)",4.00519621563871
1968-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.39582226957016
1969-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.48903598959377
1970-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.61598678629518
1971-01-01 00:00:00,Switzerland,"Inflação (%, anual)",6.57322111925795
1972-01-01 00:00:00,Switzerland,"Inflação (%, anual)",6.66000704160239
1973-01-01 00:00:00,Switzerland,"Inflação (%, anual)",8.75467033024639
1974-01-01 00:00:00,Switzerland,"Inflação (%, anual)",9.76741431913024
1975-01-01 00:00:00,Switzerland,"Inflação (%, anual)",6.6965952250783
1976-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.71547632285655
1977-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.29599916278321
1978-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.02879289487425
1979-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.64764010558785
1980-01-01 00:00:00,Switzerland,"Inflação (%, anual)",4.02250084839003
1981-01-01 00:00:00,Switzerland,"Inflação (%, anual)",6.49030964005719
1982-01-01 00:00:00,Switzerland,"Inflação (%, anual)",5.65510182392343
1983-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.94979443545724
1984-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.93145669136625
1985-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.43539935298269
1986-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.750309839410783
1987-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.44032188041722
1988-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.87246859731873
1989-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.15526979710908
1990-01-01 00:00:00,Switzerland,"Inflação (%, anual)",5.4039590921894
1991-01-01 00:00:00,Switzerland,"Inflação (%, anual)",5.8595966346867
1992-01-01 00:00:00,Switzerland,"Inflação (%, anual)",4.03703020778739
1993-01-01 00:00:00,Switzerland,"Inflação (%, anual)",3.29262180313611
1994-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.8521169951207
1995-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.79982776867144
1996-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.811634064628211
1997-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.520225422736652
1998-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.0179384378439098
1999-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.806444380959449
2000-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.5585291967901
2001-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.989020329832546
2002-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.642711506543278
2003-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.638272930887201
2004-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.802908730955227
2005-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.17195420333703
2006-01-01 00:00:00,Switzerland,"Inflação (%, anual)",1.05950928324802
2007-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.732350603122248
2008-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.42604117060158
2009-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.480481936423275
2010-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.688238707220026
2011-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.2313492076509
2012-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.692552018105253
2013-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.217323155115693
2014-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.0132025387514939
2015-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-1.14390867228183
2016-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.434618664285835
2017-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.533787839825897
2018-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.936335464113563
2019-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.362886179940614
2020-01-01 00:00:00,Switzerland,"Inflação (%, anual)",-0.725874933313384
2021-01-01 00:00:00,Switzerland,"Inflação (%, anual)",0.581814168489856
2022-01-01 00:00:00,Switzerland,"Inflação (%, anual)",2.83502798644463
1969-01-01 00:00:00,Cameroon,"Inflação (%, anual)",-1.1015911872741
1970-01-01 00:00:00,Cameroon,"Inflação (%, anual)",5.8580858085174
1971-01-01 00:00:00,Cameroon,"Inflação (%, anual)",4.01402961809857
1972-01-01 00:00:00,Cameroon,"Inflação (%, anual)",8.0929186957962
1973-01-01 00:00:00,Cameroon,"Inflação (%, anual)",10.3847487003839
1974-01-01 00:00:00,Cameroon,"Inflação (%, anual)",17.2329334923306
1975-01-01 00:00:00,Cameroon,"Inflação (%, anual)",13.5533294051262
1976-01-01 00:00:00,Cameroon,"Inflação (%, anual)",9.93065056369725
1977-01-01 00:00:00,Cameroon,"Inflação (%, anual)",14.6983091581554
1978-01-01 00:00:00,Cameroon,"Inflação (%, anual)",12.4630523441787
1979-01-01 00:00:00,Cameroon,"Inflação (%, anual)",6.58061081902711
1980-01-01 00:00:00,Cameroon,"Inflação (%, anual)",9.55175427642872
1981-01-01 00:00:00,Cameroon,"Inflação (%, anual)",10.7275000000004
1982-01-01 00:00:00,Cameroon,"Inflação (%, anual)",13.2570198610704
1983-01-01 00:00:00,Cameroon,"Inflação (%, anual)",16.6312264100787
1984-01-01 00:00:00,Cameroon,"Inflação (%, anual)",11.3733220902937
1985-01-01 00:00:00,Cameroon,"Inflação (%, anual)",8.50837434391595
1986-01-01 00:00:00,Cameroon,"Inflação (%, anual)",7.77002498703532
1987-01-01 00:00:00,Cameroon,"Inflação (%, anual)",13.140499844701
1988-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.6823326077121
1989-01-01 00:00:00,Cameroon,"Inflação (%, anual)",-1.66552589550542
1990-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.09938128383606
1991-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.0600513305003455
1992-01-01 00:00:00,Cameroon,"Inflação (%, anual)",-0.0160550458717418
1993-01-01 00:00:00,Cameroon,"Inflação (%, anual)",-3.20655456915868
1994-01-01 00:00:00,Cameroon,"Inflação (%, anual)",35.0944618459464
1995-01-01 00:00:00,Cameroon,"Inflação (%, anual)",9.06969071921509
1996-01-01 00:00:00,Cameroon,"Inflação (%, anual)",3.92406372749798
1997-01-01 00:00:00,Cameroon,"Inflação (%, anual)",4.78623881860376
1998-01-01 00:00:00,Cameroon,"Inflação (%, anual)",3.17075185386907
1999-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.87174500672008
2000-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.22719012976132
2001-01-01 00:00:00,Cameroon,"Inflação (%, anual)",4.41977245881146
2002-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.83442260128067
2003-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.623163557374316
2004-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.233647380067584
2005-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.01353950175987
2006-01-01 00:00:00,Cameroon,"Inflação (%, anual)",5.11757816019469
2007-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.921402245650107
2008-01-01 00:00:00,Cameroon,"Inflação (%, anual)",5.33780627627498
2009-01-01 00:00:00,Cameroon,"Inflação (%, anual)",3.04361847939998
2010-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.27538046242339
2011-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.9396994630511
2012-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.73529677529558
2013-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.0503471800175
2014-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.85489850366758
2015-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.67623531419899
2016-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.874190383289119
2017-01-01 00:00:00,Cameroon,"Inflação (%, anual)",0.640409149881771
2018-01-01 00:00:00,Cameroon,"Inflação (%, anual)",1.06885811312928
2019-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.45280214062731
2020-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.43760882182235
2021-01-01 00:00:00,Cameroon,"Inflação (%, anual)",2.2718576250357
2022-01-01 00:00:00,Cameroon,"Inflação (%, anual)",6.24767713343879
1960-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",0.790205817960074
1961-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",2.4307939100916
1962-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",2.67785968742788
1963-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",2.93161847051352
1964-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",3.32403316018127
1965-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",-0.665000000583401
1966-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",0.182882837621527
1967-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",1.20834031134425
1968-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",4.09389143106836
1969-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",2.62934083658332
1970-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",4.65229749303154
1971-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",3.08304841408707
1972-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",4.60112569280858
1973-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",15.2140342204182
1974-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",30.0736292803636
1975-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",17.3692020226552
1976-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",3.48583333291706
1977-01-01 00:00:00,Costa Rica,"Inflação (%, anual)",4.1902404526167
